<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE> 
BTC-USD,1,20180706,035500,6533.4600000
BTC-USD,1,20180706,035600,6533.4500000
BTC-USD,1,20180706,035700,6533.4500000
BTC-USD,1,20180706,035800,6533.4600000
BTC-USD,1,20180706,035900,6533.4600000
BTC-USD,1,20180706,040000,6533.4600000
BTC-USD,1,20180706,040100,6533.4600000
BTC-USD,1,20180706,040200,6526.0000000
BTC-USD,1,20180706,040300,6525.0200000
BTC-USD,1,20180706,040400,6525.0000000
BTC-USD,1,20180706,040500,6524.3700000
BTC-USD,1,20180706,040600,6523.1900000
BTC-USD,1,20180706,040700,6520.0100000
BTC-USD,1,20180706,040800,6517.3600000
BTC-USD,1,20180706,040900,6521.5300000
BTC-USD,1,20180706,041000,6515.6600000
BTC-USD,1,20180706,041100,6510.8100000
BTC-USD,1,20180706,041200,6521.4600000
BTC-USD,1,20180706,041300,6520.5700000
BTC-USD,1,20180706,041400,6520.5700000
BTC-USD,1,20180706,041500,6515.0200000
BTC-USD,1,20180706,041600,6519.4000000
BTC-USD,1,20180706,041700,6522.0000000
BTC-USD,1,20180706,041800,6521.2000000
BTC-USD,1,20180706,041900,6522.0000000
BTC-USD,1,20180706,042000,6522.0000000
BTC-USD,1,20180706,042100,6522.0000000
BTC-USD,1,20180706,042200,6522.0000000
BTC-USD,1,20180706,042300,6522.0000000
BTC-USD,1,20180706,042400,6522.0000000
BTC-USD,1,20180706,042500,6522.0000000
BTC-USD,1,20180706,042600,6521.9900000
BTC-USD,1,20180706,042700,6521.9900000
BTC-USD,1,20180706,042800,6521.9900000
BTC-USD,1,20180706,042900,6522.0000000
BTC-USD,1,20180706,043000,6522.0000000
BTC-USD,1,20180706,043100,6522.0000000
BTC-USD,1,20180706,043200,6521.9900000
BTC-USD,1,20180706,043300,6522.0000000
BTC-USD,1,20180706,043400,6522.0000000
BTC-USD,1,20180706,043500,6522.0000000
BTC-USD,1,20180706,043600,6522.0000000
BTC-USD,1,20180706,043700,6522.0000000
BTC-USD,1,20180706,043800,6521.9900000
BTC-USD,1,20180706,043900,6522.0000000
BTC-USD,1,20180706,044000,6521.9900000
BTC-USD,1,20180706,044100,6522.0000000
BTC-USD,1,20180706,044200,6522.0000000
BTC-USD,1,20180706,044300,6521.9900000
BTC-USD,1,20180706,044400,6525.0000000
BTC-USD,1,20180706,044500,6523.4500000
BTC-USD,1,20180706,044600,6520.0100000
BTC-USD,1,20180706,044700,6515.1700000
BTC-USD,1,20180706,044800,6519.9800000
BTC-USD,1,20180706,044900,6519.9800000
BTC-USD,1,20180706,045000,6523.4300000
BTC-USD,1,20180706,045100,6521.2300000
BTC-USD,1,20180706,045200,6523.4300000
BTC-USD,1,20180706,045300,6519.7100000
BTC-USD,1,20180706,045400,6521.8600000
BTC-USD,1,20180706,045500,6518.6200000
BTC-USD,1,20180706,045600,6518.6300000
BTC-USD,1,20180706,045700,6516.0100000
BTC-USD,1,20180706,045800,6516.0100000
BTC-USD,1,20180706,045900,6516.0100000
BTC-USD,1,20180706,050000,6516.0100000
BTC-USD,1,20180706,050100,6516.0000000
BTC-USD,1,20180706,050200,6521.8700000
BTC-USD,1,20180706,050300,6529.4700000
BTC-USD,1,20180706,050400,6529.4800000
BTC-USD,1,20180706,050500,6529.4700000
BTC-USD,1,20180706,050600,6529.4800000
BTC-USD,1,20180706,050700,6525.0000000
BTC-USD,1,20180706,050800,6529.4700000
BTC-USD,1,20180706,050900,6527.8400000
BTC-USD,1,20180706,051000,6529.4700000
BTC-USD,1,20180706,051100,6529.4600000
BTC-USD,1,20180706,051200,6529.4700000
BTC-USD,1,20180706,051300,6529.4700000
BTC-USD,1,20180706,051400,6529.4700000
BTC-USD,1,20180706,051500,6529.4800000
BTC-USD,1,20180706,051600,6529.4700000
BTC-USD,1,20180706,051700,6529.4800000
BTC-USD,1,20180706,051800,6529.4800000
BTC-USD,1,20180706,051900,6529.9700000
BTC-USD,1,20180706,052000,6529.9900000
BTC-USD,1,20180706,052100,6529.9900000
BTC-USD,1,20180706,052200,6528.8000000
BTC-USD,1,20180706,052300,6528.0100000
BTC-USD,1,20180706,052400,6525.1500000
BTC-USD,1,20180706,052500,6529.9400000
BTC-USD,1,20180706,052600,6534.6500000
BTC-USD,1,20180706,052700,6536.4900000
BTC-USD,1,20180706,052800,6539.9900000
BTC-USD,1,20180706,052900,6535.7500000
BTC-USD,1,20180706,053000,6539.9800000
BTC-USD,1,20180706,053100,6535.7600000
BTC-USD,1,20180706,053200,6539.9900000
BTC-USD,1,20180706,053300,6532.9800000
BTC-USD,1,20180706,053400,6532.9800000
