<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
D,1,20150217,220000,18039.2600000
D,1,20150217,220100,18037.3700000
D,1,20150217,220200,18037.8900000
D,1,20150217,220300,18034.6800000
D,1,20150217,220400,18032.1500000
D,1,20150217,220500,18034.6600000
D,1,20150217,220600,18037.3000000
D,1,20150217,220700,18041.5400000
D,1,20150217,220800,18042.0900000
D,1,20150217,220900,18040.3100000
D,1,20150217,221000,18040.3500000
D,1,20150217,221100,18043.1800000
D,1,20150217,221200,18044.2400000
D,1,20150217,221300,18038.8800000
D,1,20150217,221400,18039.7800000
D,1,20150217,221500,18037.8300000
D,1,20150217,221600,18035.9500000
D,1,20150217,221700,18034.4100000
D,1,20150217,221800,18034.9600000
D,1,20150217,221900,18036.1500000
D,1,20150217,222000,18037.9800000
D,1,20150217,222100,18037.0800000
D,1,20150217,222200,18038.8100000
D,1,20150217,222300,18039.9000000
D,1,20150217,222400,18038.0200000
D,1,20150217,222500,18035.8900000
D,1,20150217,222600,18037.1100000
D,1,20150217,222700,18036.8200000
D,1,20150217,222800,18036.0500000
D,1,20150217,222900,18031.6500000
D,1,20150217,223000,18034.3500000
D,1,20150217,223100,18036.4000000
D,1,20150217,223200,18033.7100000
D,1,20150217,223300,18032.7800000
D,1,20150217,223400,18036.4000000
D,1,20150217,223500,18041.5700000
D,1,20150217,223600,18039.1700000
D,1,20150217,223700,18039.4200000
D,1,20150217,223800,18040.4300000
D,1,20150217,223900,18036.5600000
D,1,20150217,224000,18033.0000000
D,1,20150217,224100,18036.3400000
D,1,20150217,224200,18035.9000000
D,1,20150217,224300,18037.4400000
D,1,20150217,224400,18036.3100000
D,1,20150217,224500,18036.6900000
D,1,20150217,224600,18036.6000000
D,1,20150217,224700,18038.6900000
D,1,20150217,224800,18040.9800000
D,1,20150217,224900,18042.4100000
D,1,20150217,225000,18043.3100000
D,1,20150217,225100,18042.5400000
D,1,20150217,225200,18040.4500000
D,1,20150217,225300,18036.0200000
D,1,20150217,225400,18034.2100000
D,1,20150217,225500,18034.8400000
D,1,20150217,225600,18032.8400000
D,1,20150217,225700,18035.0600000
D,1,20150217,225800,18035.6100000
D,1,20150217,225900,18032.2100000
D,1,20150217,230000,18029.4000000
D,1,20150217,230100,18031.0400000
D,1,20150217,230200,18034.0300000
D,1,20150217,230300,18030.2700000
D,1,20150217,230400,18031.8800000
D,1,20150217,230500,18033.3900000
D,1,20150217,230600,18034.5000000
D,1,20150217,230700,18036.9100000
D,1,20150217,230800,18037.0500000
D,1,20150217,230900,18039.4500000
D,1,20150217,231000,18039.4900000
D,1,20150217,231100,18039.0600000
D,1,20150217,231200,18038.9100000
D,1,20150217,231300,18038.2700000
D,1,20150217,231400,18039.1700000
D,1,20150217,231500,18037.8800000
D,1,20150217,231600,18036.5100000
D,1,20150217,231700,18035.5100000
D,1,20150217,231800,18037.5000000
D,1,20150217,231900,18038.8400000
D,1,20150217,232000,18038.2000000
D,1,20150217,232100,18036.0800000
D,1,20150217,232200,18034.8300000
D,1,20150217,232300,18035.6000000
D,1,20150217,232400,18036.3000000
D,1,20150217,232500,18041.2800000
